group,lyrics_title,lyrics_text
Roupa Nova,Com Você Faz Sentido," Mais um sinal Pessoas passam por mim E eu ligo o rádio sem querer Pela janela, o guarda manda seguir Faço de conta Que você está aqui Te falo dos meus planos Onde você sempre está E se tudo for engano Quero acertar Com você faz sentido Tudo pode mudar eu sei Vem, vem comigo Não me deixe nunca mais Nunca mais Mais um sinal Nesse calor de verão Eu quase sinto tua mão Pelo espelho vejo você me olhar Você se esconde pra depois me tocar Uma canção no rádio Não sei o que fazer Na fumaça do cigarro Quero você"
Roupa Nova,"Começo, Meio E Fim"," A vida tem sons que pra gente ouvir Precisa entender que um amor de verdade É feito canção, qualquer coisa assim Que tem seu começo, seu meio e seu fim A vida tem sons que pra gente ouvir Precisa aprender a começar de novo É como tocar o mesmo violão E nele compor uma nova canção Que fale de amor Que faça chorar Que toque mais forte Esse meu coração Ah! Coração! Se apronta pra recomeçar Ah! Coração! Esquece esse medo de amar de novo"
Roupa Nova,"Comienzo, Medio Y Fin"," La vida es un don Si lo quieres sentir Tú tienes que entender Que un amor de verdad Es como una canción o cualquer cosa así Que tiene comienzo, un medio y un fin La vida es un don Si lo quieres sentir. Tú tienes que aprender a comenzar de nuevo La misma guitarra Una nueva emoción Pode componer una nueva canción Que hable de amor Que haga llorar Que toque más fuerte en mi corazón Ay corazón Prepárate a recomenzar Ay corazón Olvida ese miedo de amar de nuevo La vida es un don Si lo quieres sentir Tú tienes que entender Que un amor de verdad Es como una canción o cualquer cosa así Que tiene comienzo, un medio y un fin. La vida es un don Si lo quieres sentir Tú tienes que aprender a comenzar de nuevo La misma guitarra Una nueva emoción Pode componer una nueva canción Que hable de amor Que haga llorar Que toque más fuerte en mi corazón Ay corazón Prepárate a recomenzar Ay corazón Olvida ese miedo de amar de nuevo"
Roupa Nova,Como Nossos Pais," Não quero lhe falar meu grande amor De coisas que aprendi nos discos Quero lhe contar como eu vivi E tudo o que aconteceu comigo Viver é melhor que sonhar E eu sei que o amor é uma coisa boa Mas também sei Que qualquer canto é menor do que a vida De qualquer pessoa Por isso cuidado meu bem Há perigo na esquina Eles venceram e o sinal Está fechado pra nós Que somos jovens Para abraçar seu irmão E beijar sua menina, na rua É que se fez o seu braço O seu lábio e a sua voz Você me pergunta pela minha paixão Digo que estou encantada como uma nova invenção Eu vou ficar nesta cidade não vou voltar pro sertão Pois vejo vir vindo no vento cheiro da nova estação Eu sinto tudo na ferida viva do meu coração Já faz tempo eu vi você na rua Cabelo ao vento, gente jovem reunida Na parede da memória esta lembrança É o quadro que dói mais Minha dor é perceber Que apesar de termos feito tudo o que fizemos Ainda somos os mesmos e vivemos Ainda somos os mesmos e vivemos Como os nossos pais Nossos ídolos ainda são os mesmos E as aparências não me enganam não Você diz que depois deles não apareceu mais ninguém Você pode até dizer que eu tô por fora Ou então que eu tô inventando Mas é você que ama o passado e que não vê É você que ama o passado e que não vê Que o novo sempre vem Hoje eu sei que quem me deu a ideia De uma nova consciência e juventude Tá em casa, guardado por Deus Contando vil metal Minha dor é perceber que apesar de termos Feito tudo, tudo, tudo, tudo o que fizemos Nós ainda somos os mesmos e vivemos Ainda somos os mesmos e vivemos Ainda somos os mesmos e vivemos Como os nossos pais"
Roupa Nova,Contato," Aqui no meu mundo eu aprendi com a solidão A tele-enviar mensagens pra outros corações Ao me concentrar na imensidão do meu interior Lanço no espaço meu sentimento pra te achar nessa canção Milhões de anos luz além, se esconde o interplanetário amor Milhões de anos luz além, deve existir o extraordinário interplanetário amor Milhões de anos luz além, se esconde o interplanetário amor Milhões de anos luz além, se esconde o interplanetário amor Milhões de anos luz além, deve existir o extraordinário interplanetário amor A tanto tempo eu te observo daqui E eu que imaginei um céu só pra mim Contato, enfim! Milhões de anos luz além, deve existir o extraordinário interplanetário luar Então, que seja em luz o nosso encontro Pouse ao meu lado aqui pra sempre! Venho pra aprender e pra ensinar E que seja eterno!! Não sei de tempo, nem distância Então mande um sinal Qualquer sinal Que eu serei capaz de te alcançar! Aqui onde estou já não habita aquela solidão Eu telecaptei você pro meu coração A pulsação quando eu pousei Meu corpo junto ao seu Abriu o meu caminho por entre estrelas Seu amor eu contactei! Milhões de anos luz além, se esconde o interplanetário amor Milhões de anos luz além, deve existir o extraordinário interplanetário amor Milhões de anos luz além Milhões de anos luz além Interplanetário Contato, enfim! Milhões de anos luz além Amor"
Roupa Nova,Continente Perdido, Quem são esses índios Dançando ao som de mil tambores? Que estranho segredo Juntou no sangue as quatro cores? Cultivam o dom de rir pra não chorar (só se amar) Um povo abandonado no mundo Que esconde um sonho No fundo do coração Que loucos guerreiros Atrás das selvas mais secretas Cultivam o brilho Da luz da lua dos poetas? E entregam seu ouro a quem quiser pegar (sem lutar) E se alimentam só de esperança E ainda inventam dias de dança Pra celebrar Já tocou tambor de guerra Convocando a tribo inteira a cantar É o som da nossa terra Convocando o mundo inteiro a se amar
Roupa Nova,Coração Aberto," Na hora que você Quiser abrir seu coração E dividir por dois A dor, o medo e a solidão Precisar de alguém Que te dê a mão Ou de uma palavra Eu estou aqui Se alguém te magoar Na hora que você sofrer Se a ilusão um dia For embora e se perder Pode me ligar Na hora que quiser Pra te ver feliz Faço tudo que eu puder Quero ser Teu amor e teu amigo Coração aberto pra você Quero ser Tudo que quiser comigo Tudo que eu não quero é te perder"
Roupa Nova,Coração da Terra," Ouço a Terra me avisar Que o sonho acabou E agora nem respira mais Que o veveno que se fez Secou a flor Mas ainda guardo um ar De amor Só quem se entregou com tanta fé Plantando o grão da vida nesse chão Vai sobreviver depois da dor Pra ter seu corpo, sua alma e coração Sinto a Terra sufocar De tanto calor A água pura se acabar E na fonte do prazer Não mais rolar Te ofereço então meu mar De amor Ela é Terra feita só pra mim Me fez homem, me serviu E o seu corpo é meu jardim Meu lugar."
Roupa Nova,Coração Pirata," O meu coração pirata toma tudo pela frente Mas a alma adivinha O preço que cobram da gente E fica sozinha Eu levo a vida como eu quero Estou sempre com a razão Eu jamais me desespero Sou dono do meu coração Ah! O espelho me disse Você não mudou Sou amante do sucesso Nele eu mando, nunca peço Eu compro o que a infância sonhou Se errar, eu não confesso Eu sei bem quem eu sou E nunca me dou Quando a paixão não dá certo Não há porque me culpar Eu não me permito chorar Já não vai adiantar E recomeço do zero Sem reclamar Quando a paixão não dá certo Não há porque me culpar Eu não me permito chorar Já não vai adiantar E recomeço do nada sem reclamar As pessoas se convencem De que a sorte me ajudou Mas plantei cada semente Que o meu coração desejou Ah! O espelho me disse Você não mudou Sou amante do sucesso Nele eu mando, nunca peço Eu compro o que a infância sonhou Se errar, eu não confesso Eu sei bem quem eu sou E nunca me dou Quando a paixão não dá certo Não há porque me culpar Eu não me permito chorar Já não vai adiantar E recomeço do zero sem reclamar Quando a paixão não dá certo Não há porque me culpar Eu não me permito chorar Já não vai adiantar E recomeço do nada sem reclamar Faço o que quero, estou sempre com a razão Eu jamais me desespero Sou dono do meu coração Ah! O espelho me disse Você não mudou Você não mudou Não mudou"
Roupa Nova,Corações Psicodélicos," Ainda me lembro Daquele beijo Spank punk violento Iluminando o céu cinzento Eu quero você inteira Gosto muito do seu jeito Qualquer nota bossa nova Bossa nova qualquer nota Eu quero você na veia A vida passa na tv E o meu caso é com você Fico louco sem saber O por quê Sim pro sol, sim pra lua Eu quero você toda nua Sim pra tudo que você quiser Gosto muito do seu jeito Rock'n roll meio nonsense Rock'n roll meio nonsense Pra acabar com essa inocência E o complexo de decência No meio do salão E a vida passa na tv E o meu caso é com você Fico louco sem saber Por quê Sim pro sol, sim pra lua Eu quero você toda nua Sim pra tudo que você quiser Hoje é festa Na floresta Toda tribo ateia som Toda a taba ateia sol Só tomando água de coco Infeliz de quem tá triste No meio dessa confusão"
Roupa Nova,Corazon Pirata," Si tu pasión no funciona No me debes culpar No vale la pena llorar No hay nada que reclamar Mejor comenzar de cero Una vez más Con mi corazón pirata Hizo el ancla de repente Por las olas me deslizo Buscando un amor diferente Es así mi vida. Abrazado con el viento Voy buscando una emoción Es asi como lo siento Soy dueño de mi corazón Ah, mis ojos lo dicen Lo quieras o no. Navegando a barlovento No es posible mi regreso Pues sigo una nueva ilusión Que me envuelva con sus besos Olvídate de mi amor Yo nunca me doy Si tu pasión no funciona No me debes culpar No vale la pena llorar No hay nada que reclamar Mejor comenzar de cero Una vez más Si tu pasión no funciona No me debes culpar No vale la pena llorar No hay nada que reclamar Mejor comenzar de cero Una vez más Mi cariño desvanece Y naufraga la ilusión Cuando piden que me quede Parado de espaldas al sol. Ah, mis ojos lo dicen Lo quieras o no Navegando a barlovento No es posible mi regreso Pues sigo una nueva ilusión Que me envuelva con sus besos Olvídate de mi amor Yo nunca me doy Si tu pasión no funciona No me debes culpar No vale la pena llorar No hay nada que reclamar Mejor comenzar de cero Una vez más Si tu pasión no funciona No me debes culpar No vale la pena llorar No hay nada que reclamar Mejor comenzar de cero Una vez más Volando con el viento Voy buscando una emoción Es así como lo siento Soy dueño de mi corazón Ah, mis ojos lo dicen Lo quieras o no Lo quieras o no O no, o no"
Roupa Nova,Correndo Perigo," Num olhar Pura atração Acontece estranha paixão É um sonho Ou pesadelo Às vezes é verão Às vezes frio e gelo Direção Na contra-mão A vontade Contra a razão Me ofereço Em sacrifício Me atiro em seus braços Como o precipício Amor oculto escondido O coração bate forte Correndo perigo Amor oculto escondido O coração bate forte Ele não faz sentido Correndo perigo Me faz rir Me faz chorar Me alucina Faz delirar Um desejo A flor da libido O gosto do seu corpo É fruto proibido Mesmo assim Dentro de mim Não digo não, nem digo sim Peças no jogo do poder Lágrimas na chuva Podem se esconder"
Roupa Nova,Corriendo Peligro," Escapar de la atracción Que me lleva a tu corazón Es inútil y es por eso A veces me apasiona A veces me da miedo La razón me adandono He perdido la derección Y me ofrezco en sacrificio Me tiro hacia tus brazos Como a un principio Mi amor por tí es como un niño Que brinda todo en un beso Que da su cariño Mi amor por tí es como un niño Que brinda todo en un beso Que da su cariño Corriendo peligro Junto a tí quiero volar Me alucinas com tu mirar Mi deseo se há enloquecido El gusto de tu cuerpo Es fruto prohibido. Aún así dentro de mí No digo no, ni digo si Aunque yo se que al fin podré Descubrir tu juego y te podré vencer Mi amor por tí es como un niño Que brinda todo en un beso Que da su cariño Mi amor por tí es como un niño Que brinda todo en un beso Que da su cariño Corriendo peligro"
Roupa Nova,Criaturas Da Noite, As criaturas da noite Num vôo calmo e pequeno Procuram luz aonde secar O peso de tanto sereno Os habitantes da noite Passam na minha varanda São viajantes querendo chegar Antes dos raios de sol Eu te espero chegar Vendo os bichos sozinhos na noite Distração de quem quer esquecer O seu próprio destino Me sinto triste de noite Atrás da luz que não acho Sou viajante querendo chegar Antes dos raios de sol Eu te espero chegar Me sinto triste de noite Me sinto triste de noite
Roupa Nova,Cristina, Tua boca na minha Seus olhos fechados são O meu maior momento dito em silêncio Sua pele suave Sua mão que passeia em mim Igual o vento toca as gotas de orvalho Mil motivos pra te amar Cristina Quanto tempo eu procurei Cristina O dia invade meu quarto nem percebi Que as horas que passamos foram segundos Mil motivos pra te amar Cristina Quanto tempo eu procurei Cristina Se às vezes eu me calar Tentando me encontrar Não ligue oh não É medo de perguntar Se o amor que você me dá É hoje o meu futuro ou pode me machucar Mil motivos pra te amar Cristina Quanto tempo eu procurei Cristina Cristina te amo.
Roupa Nova,Day By Day, Day by day Day by day Oh Dear Lord Three things I pray To see thee more clearly Love thee more dearly Follow thee more nearly Day by day Day by day Day by day Oh Dear Lord Three things I pray To see thee more clearly Love thee more dearly Follow thee more nearly Day by day
Roupa Nova,De Frente Pro Crime," Ta lá o corpo estendido no chão Em vez de rosto uma foto de um gol Em vez de reza uma praga de alguém E um silêncio servindo de amém Pôxa cara, tô ligado no seu drama Com a a cara nessa lama teve medo de morrer de viver, de sofrer, de nem ter o que comer Ninguém liga pra você Ninguém liga nem nunca ligou O bar mais perto depressa lotou Malandro junto com trabalhador Um homem subiu na mesa de um bar E fez discurso pra vereador É, ninguém liga pra você nem nunca ligou Hoje sobra tanta indiferença, indignação Falta luz, falta governo, falta educação Tanto que com o preconceito em alta Só não sentem a tua falta, meu irmão! Veio camelô vender anel, cordão, perfume barato E baiana pra fazer pastel e um bom churrasco de gato Quatro horas da manhã baixou o santo na porta-bandeira E a moçada resolveu parar e então Ta lá o corpo estendido no chão Quem sabe agora você pode descansar Se livrar da injustiça Desse medo dos bandido Medo da polícia Maldita cena projetada na janela TV de todo dia, gente pobre é sempre réu O que te resta é um pouco dessa lua Refletida na sarjeta, teu pedaço lá do céu Sem pressa foi cada um pro seu lado Pensando numa mulher ou num time Olhei o corpo no chão e fechei Minha janela de frente pro crime"
Roupa Nova,De Ninguém," E a música nos une Corpo e alma  na canção A música reúne diferenças sem razão E de um jeito sem querer Canta em mim O que é você (muito prazer!) Who draws the crowd And plays so loud Baby, it's the guitar man Who's gonna steal The show, you know Baby, it's the guitar man He can make you love He can make you cry He will bring you down Then he'll get you high Somethin' keeps him goin' Miles and miles a day To find another place to play No palco, o som e a emoção Vem de você também Que bom sentir Que o show mudou Porque ele é seu também O meu coração sai do peito assim Ele abraça o seu e Se encontra em mim O sangue se mistura E cura o sofrimento Nós dividimos o momento! Then you listen to the music And you like to sing along You want to get the meaning out Of each and ev'ry song Then you find yourself a message And some words to call your own And take them home Night after night who treats you right Baby, it's the guitar man Que a dimensão dessa emoção Já é nossa e de ninguém Then he comes to town And you see his face And you think you might Like to take his place Somethin' keeps him driftin' Miles and miles away Searchin' for the songs to play E a música nos une Corpo e alma na canção A música reúne diferenças sem razão But he never seems to notice He's just got to find another Place to play Muito prazer Got to play Muito prazer"
Roupa Nova,De Ninguém 2," No palco, o som e a emoção Vem de você também Que bom sentir que o show mudou Porque ele é seu também Você grita e sabe o quanto eu quero mais Desde Bing a Lennon, juntos somos mais A platéia é que inventou o mundo que eu criei Ele olha fundo e eu sei Que a dimensão dessa emoção Já é nossa e de ninguém Voa no rádio e não tem dono O som que vai e vem O meu coração sai do peito assim Ele abraça o seu e se encontra em mim O sangue se mistura e cura o sofrimento: Nós dividimos o momento! E a música nos une Corpo e alma na canção A música reúne diferenças sem razão E de um jeito sem querer Canta em mim o que é você, muito prazer!"
Roupa Nova,De Volta Ao Começo, E o menino com o brilho do sol Na menina dos olhos Sorri e estende a mão Entregando o seu coração E eu entrego o meu coração E eu entro na roda E canto as antigas cantigas De amigo irmão As canções de amanhecer Lumiar a escuridão E é como se eu despertasse de um sonho Que não me deixou viver E a vida explodisse em meu peito Com as cores que eu não sonhei E é como se eu descobrisse que a força Esteve o tempo todo em mim E é como se então de repente eu chegasse Ao fundo do fim De volta ao começo Ao fundo do fim De volta ao começo
Roupa Nova,De Volta Pro Futuro," Sou o mesmo que te amou Não me diga que esqueceu Sei, que tudo já mudou Tanta coisa se perdeu Houve um tempo em que um beijo Nos calava a voz E o silêncio era eu te amo Vem de volta pro futuro Que ainda há pra nós Ah, o amor só dói Pra quem não volta atrás Amor, é tudo que eu tenho pra dar Depois, é só pedir mais! Sou o mesmo que te quis Lembra da primeira vez? Qual dos dois foi mais feliz? Quantos beijos eu te dei? Na saudade eu te conheço Como alguém real Dando voltas nos meus sonhos No futuro, o sentimento Que inventou nós dois Ah, sempre vem depois Pra quem quer recomeçar Amor é tudo que eu tenho pra dar Depois é só pedir mais!"
Roupa Nova,Deixa O Amor Acontecer," Qualquer coisa no meu coração Vem dizer que isso é paixão De repente eu não conheço mais Meus desejos, sentimentos Eu só posso te dizer Que eu preciso de você Vem, deixa o amor acontecer Faz de conta que o mundo não tem pressa Até o dia amanhecer Eu e você, eu e você Se eu soubesse como te explicar O que as palavras não sabem falar Minha voz calada de emoção Já fala tudo, mesmo mudo Tento sempre te dizer Que eu preciso de você Vem, deixa o amor acontecer Faz de conta que o mundo não tem pressa Até o dia amanhecer Eu e você, eu e você"
Roupa Nova,Demônio Do Meio-Dia," Sem destino Como o sol Mas nadando, precisa Na malha da rede do pescador Uma arraia galáctica Como seres Lá do mar Purpurina com sal Mas na ponta do cosmos Distante lar Uma leve matéria Lá no céu Lá no céu A girar Qual demônio Anjo mau Mas pedaço de terra morena No seio da pátria-mar Lá na ponta do arpoador Meio-dia Todo sol Um desejo desponta Na ponta da língua de um cantor Uma estrela de plástico Lá no mar A viver A cantar"
Roupa Nova,Depende (part. Zezé Di Camargo e Luciano)," Outra vez você quer ficar comigo Quer me namorar quer se reaproximar Depende Se for pra valer, se for de verdade Posso até tentar, outra vez me apaixonar Depende Não vou passar a mão, na tua cabeça não Custe o que custar, nem sonhando nem pensar Se eu não fizer assim, vou me arrepender do fim Não dou permissão pra ferir um coração Qualquer preço eu não tô a fim de pagar Cresce um pouco amadurece vê se aprende Garantias sei que a gente não tem pra dar De repente é por isso que pra me arriscar Depende Se for pra valer, se for de verdade Posso até tentar, outra vez me apaixonar Depende Não vou passar a mão, na tua cabeça não Custe o que custar, nem sonhando nem pensar Se eu não fizer assim, vou me arrepender do fim Não dou permissão pra ferir um coração Qualquer preço eu não tô a fim de pagar Cresce um pouco amadurece vê se aprende Garantias sei que a gente não tem pra dar De repente é por isso que pra me arriscar Depende, depende, depende Mas se a gente pronto pra se amar não depende De mais nada pra recomeçar desta vez me entende Qualquer preço eu não tô a fim de pagar Cresce um pouco amadurece vê se aprende Garantias sei que a gente não tem pra dar De repente é por isso depende Qualquer preço eu não tô a fim de pagar Cresce um pouco amadurece vê se aprende Garantias sei que a gente não tem pra dar De repente é por isso que pra me arriscar depende"
Roupa Nova,Destino Ou Acaso (Destino o Casualidad) (part. Maite Perroni)," Ella iba caminando sola por la calle Pensando: Dios, que complicado es esto del amor Se preguntó a sí misma cual habrá sido el detalle Que seguro Cupido malinterpretó Virava em minha cama e nada de chegar o sono Ouvi baixinho uma canção romântica no radio Por mais que eu não quisesse, tudo rodava em minha mente E como me faltava um sonho, fui em frente Los dos estaban caminando en el mismo sentido Y no hablo de la dirección errante de sus pasos Él la miró, ella contestó con un suspiro Y el universo conspiró para abrazarlos Dois estranhos se amando à luz da lua Se transformam em um mesmo coração De esa extraña melodía, que algunos llaman destino Se é acaso só o tempo vai dizer Aonde estava tantas vezes que eu te imaginava Tentava em cada momento poder te encontrar Ella le contestó: Lo siento, es que estuve ocupada Aunque para serte sincera, ahora no entiendo en qué É certo que o nosso encontro era inevitável Na mesma direção dos passos soam o silencio Nos olhamos e, nesse instante, o mundo para (todo el día) E o universo conspirou, sellaré su pasión Dos extraños bailando bajo la luna Se convierten en amantes al compás De esa extraña melodía, muitos chamam de destino Se é acaso só o tempo vai dizer Y otros prefieren llamar casualidad E nada vai importar neste instante Somos só eu e você Y bailan y la gente que los mira Va creyendo en el amor Dois estranhos se amando à luz da lua Se transformam em um mesmo coração Realidade ou fantasia Que algunos llaman destino Se é acaso só o tempo vai dizer Y otros prefieren llamar casualidad"
Roupa Nova,"Dia Vai, Dia Vem"," Sabe, de manhã, quando o carro te incomoda? Suspira mais não quer pegar E o time do patrão deu no seu de goleada Numa decisão O dia de pagar o aluguel já passou E a grana não vai dar Pra quem conhece a canção que alivia o coração É hora de cantar Dia vai, dia vem Melhor não se preocupar Dia vai, dia vem E o rio sempre acaba no mar Dia vai, dia vem Deixe sua chama brilhar Dia vai, dia vem Ajuda se você cantar Sabe a relação com a nova namorada? Seu amigo já transou! Lembra dos ingressos no bolso da bermuda? Sua irmã pegou! Sábado e domingo só você e a TV Vai ficar na mão! Pra quem conhece a canção que alivia o coração É hora de cantar"
Roupa Nova,Do Bem, Eu sei do momento em que vi Vi que é pra valer Surpreendi da sombra o sol nascer Sabia que seria teu Jurei me guardar pra você Ser feliz não era mais A fugaz miragem de um amor Que a gente tenta em vão tocar Eu jurei abrir meu coração Confessar o que senti E nunca mais Dar meu amor pra mais ninguém Eu jurei ser de mais ninguém Te proteger de todo mal Do mal de amor se morre Pra se achar o amor do bem Guardei teu olhar para mim E se congelou O momento exato em que te vi E soube que seria teu Jurei me guardar pra você Ser feliz não era mais A fugaz miragem de um amor Que a gente tenta em vão tocar
Roupa Nova,Do Jeito Que Quiser," Estou de novo aqui Pra gente conversar Quem sabe Eu vou te convencer Foi sempre bom demais Não olhe para trás Entenda o que passou, passou Vem me fazer Do jeito que quiser Sou capaz até de imaginar Então nós dois Num encontro de prazer Novamente começar o amor Te amo, me diga Que ama mais ainda Não deixe Que nada Separe nossas vidas Seu corpo junto ao meu Acende o coração Eu sinto crescer a emoção Vem me fazer Sou parte de você Vem comigo amar mais uma vez Te amo, me diga Que ama mais ainda Não deixe Que nada Separe nossas vidas Pra sempre Me ame Que eu amo mais ainda Não deixe Que nada Separe nossas vidas"
Roupa Nova,Do Outro Lado Da Calçada, Do outro lado da calçada Balança a Zona Sul Você caminha feito fada Pura sedução Desse lado da calçada O céu jamais é azul Eu vou mas não levo p'ra casa O meu coração É um absurdo tanto amar P'ra quem nunca se falou Coisas de quem vive sob o sol Ou que passa a noite em vão Os carros vedam meu olhar Onde foi que você foi? Dobrou como uma folha de jornal A esquina da paixão.
Roupa Nova,Dona," Dona desses traiçoeiros Sonhos sempre verdadeiros Oh! Dona desses animais Dona dos seus ideais Pelas ruas onde andas Onde mandas todos nós Somos sempre mensageiros Esperando tua voz Teus desejos, uma ordem Nada é nunca, nunca é não Porque tens essa certeza Dentro do teu coração Tan, tan, tan, batem na porta Não precisa ver quem é Pra sentir a impaciência Do teu pulso de mulher Um olhar me atira à cama Um beijo me faz amar Não levanto, não me escondo Porque sei que és minha Dona! Dona desses traiçoeiros Sonhos sempre verdadeiros Oh! Dona desses animais Dona dos seus ideais Não há pedra em teu caminho Não há ondas no teu mar Não há vento ou tempestade Que te impeçam de voar Entre a cobra e o passarinho Entre a pomba e o gavião Ou teu ódio ou teu carinho Nos carregam pela mão É a moça da Cantiga A mulher da Criação Umas vezes nossa amiga Outras, nossa perdição O poder que nos levanta A força, que nos faz cair Qual de nós ainda não sabe Que isso tudo te faz Dona! Dona! Dona! Dona! Dona!"
Roupa Nova,É Cedo," Pode acordar que é cedo Pra aliviar meu pranto Pra me levar pra longe do medo E me juntar a você Deixe eu contar segredos Que me tiraram o sono Deixe eu mostrar o quanto eu desejo Ter você do meu lado Sempre que eu merecer Me chama, me faz acreditar nos sonhos Saber que ainda existe um mundo Que vai salvar a nossa história Me chama, me olha e diz que é tudo engano Que a vida vai mudar meus planos E não será melhor fugir"
Roupa Nova,E O Espetáculo Continua," Hoje eu vou por aí, passando A borracha no papel, papel A ribalta é o sol nos olhos Quando a estrela cai do céu Nova revista E todo mundo de olho nela Muita corista velha Bicha no palco e na platéia Casa lotada Gente espremida, louca pra entrar E a curiosa espera Da cortesã velha de guerra E depois que apaga tudo Vai começar Salta um seio no ar E a platéia alucina E uma orquestra da antiga Põe pra quebrar Hoje eu vou por aí Passando a borracha no papel, papel A ribalta é o sol nos olhos Quando a estrela cai do céu Nova revista E todo mundo de olho nela Muita corista velha Bicha no palco e na platéia Valentino de brilhantina Dono de bilhar Eterno apaixonado Pelas vestidas e peladas E depois que acaba tudo Vai começar Entra em cena o luar E a vida continua E uma orquestra da antiga Põe pra quebrar Nova revista E todo mundo de olho nela Muita corista velha Bicha no palco e na platéia Casa lotada Gente espremida louca pra entrar E a curiosa espera Da cortesã velha de guerra Sobe a estrela Brilha no alto de uma escada E o povo no poleiro Pula de gozo arquibancada"
Roupa Nova,É Tempo De Amar," Nunca mais me fale assim e deixe de chorar Menina diga que você por toda a sua vida Vai me querer bem Eu juro que não vou deixar de querer também Deixe de ser triste assim, esqueça o que passou Esqueça que você chorou Carinha de tristeza não lhe fica bem É tempo de saber amar um amor que vem Menina eu também já fui de chorar Sofrer por causa de um amor Depois que a gente vive aprende por fim Que amor não se resolve assim Não fique triste Esqueça tudo isso que se passou com a gente Esqueça seu choro Essa carinha de tristeza não lhe fica bem Tá na hora de você saber amar Tanta coisa mudou pra gente Quer saber mais? Deixe de ser triste assim, esqueça o que passou Esqueça que você chorou Carinha de tristeza não lhe fica bem É tempo de saber amar um amor que vem Um amor que vem, um amor que vem"
Roupa Nova,E Você O Que É Que Faz?," Pra que tantas brigas sem explicação Talvez seja auto-afirmação Essa sua insegurança É que me faz forte demais Vou fazendo o impossível É você o que é que faz? Basta estou cansado de alienação Mostra uma parte desse coração Que é capaz de ser sensata E te fazer voltar atrás Por favor me inclua nessa Ou será tarde demais Você sabe o que é melhor pra nós dois Seu bloqueio sempre adia pra depois Mil palavras, mil promessas Evitando o pior Feche os olhos e imagine Que isso pode ser melhor"
Roupa Nova,Em Qual Mentira (part. Cleiton e Camargo)," Finge que eu não sou mais o seu amor Que a sua paixão há muito terminou Mas quando a saudade vem falar de mim Diz que nunca amou ninguém tão forte assim Foge do meu beijo, confunde o coração Mente pro desejo pra enganar a solidão Mas quando a saudade machucar você Não adianta tentar que não vai me esquecer Quando a noite chegar e molhar seu olhar O seu corpo vai gritar querendo me amar Pra que fugir de alguém que quer você também Se nos meus braços você diz que eu sou seu Quem foi que te ensinou brincar com minha dor Em qual mentira nosso amor se escondeu"
Roupa Nova,Então É Natal," Então é Natal O que você fez? O ano termina e nasce outra vez Então é Natal A festa cristã Do velho e do novo Do amor como um todo Então bom natal E um ano novo também Que seja feliz quem Souber o que é o bem Então é natal Pro enfermo e pro são Pro rico e pro pobre Num só coração Então, bom Natal Pro branco e pro negro Amarelo e vermelho Pra paz, afinal Então, bom Natal E um Ano Novo também Que seja feliz quem Souber o que é o bem Então é Natal E o que a gente fez? O ano termina E começa outra vez Então é Natal A festa cristã Do velho e do novo Do amor como um todo Então, bom Natal E um Ano Novo também Que seja feliz quem Souber o que é o bem Harerama há quem ama Harerama ha Então é Natal O que você fez? O ano termina e nasce outra vez War is over you want it War is over now"
Roupa Nova,Espanhola," Por tantas vezes Eu andei mentindo Só por não poder Te ver chorando Te amo espanhola Te amo espanhola Se for chorar Te amo Te amo espanhola Te amo espanhola Se for chorar Te amo Sempre assim Cai a o dia e é assim Cai a noite e é assim Essa lua sobre mim Essa fruta sobre o meu paladar Nunca mais Quero ver você me olhar Sem me entender em mim Eu preciso lhe falar Eu preciso, eu tenho que lhe contar Te amo espanhola Te amo espanhola Se for chorar Te amo Te amo espanhola Te amo espanhola Se for chorar Te amo Sempre assim Cai a o dia e é assim Cai a noite e é assim Essa lua sobre mim Essa fruta sobre o meu paladar Nunca mais Quero ver você me olhar Sem me entender em mim Eu preciso lhe falar Eu preciso, eu tenho que lhe contar Te amo espanhola Te amo espanhola Pra que chorar? Te amo Te amo espanhola Te amo espanhola Pra que chorar? Te amo"
Roupa Nova,Esperando A Sexta-Feira," Penso em você Dia e noite, noite e dia Acho até que é mania Ou praga pra valer Lembro de você Na piscina ou na praia De biquíni ou minissaia Já não sei o que fazer Eu tomei coragem Resolvi ligar Eu juro yeah, yeah, yeah Eu não estou ligando pro que vão falar Só quero que você me veja dançar Wo wo vou te levar na melhor danceteria E dançar até o sol raiar Sei que vou te impressionar Faço um lance novo, você vai gostar Eu juro yeah, yeah, yeah Não sou Michael Jackson, mas eu sou esperto Wo vem comigo e sinta de perto E quando a gente cansar Um sanduba e um chopinho Um começo de carinho Uma pausa pra amar Eu vou ficar esperando a sexta-feira Pensando a semana inteira Só pra ver você dançar Como é bom te ver dançar"
